02-15 14:14:10.208  7580  7580 F DEBUG   : pid: 8347, tid: 7542, name: TaskSchedulerFo  >>> nl.rabowallet <<<
02-15 14:47:53.402 13580 13580 F DEBUG   : pid: 13390, tid: 13495, name: TaskSchedulerFo  >>> nl.rabowallet <<<
02-19 12:19:11.103   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] CloudPayController.getComplementaryCardData(), line:1953 Begin. cardId: F370ABABA44E4C7A9A2A3408BFEA010C_23936_32
02-19 12:19:11.103   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Preferences.getJSONObject(), line:197 key: ComplementaryCardData_F370ABABA44E4C7A9A2A3408BFEA010C_23936_32 contains JSON String: {"objectKey":"3","scheme":"Visa","serviceId":32,"cardholder":"VERONIKA FRANZISKA ALEXANDRA","image":"img\/payment-card-visa-cdcvm.png","fundingPan":"4622943127008747","expiry":"2212"}
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] CloudPayController.getComplementaryCardData(), line:1956 End.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetApi.getComplementaryCardData(), line:1093 End.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetApi.doExecute(), line:338 getComplementaryCardData("F370ABABA44E4C7A9A2A3408BFEA010C_23936_32") => DONE
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetWebView.sendPluginResult(), line:400 Begin.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.validateResult(), line:481 Begin.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.extractMessageFrom(), line:497 Begin.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.extractMessageFrom(), line:507 End. Message: {"objectKey":"3","scheme":"Visa","serviceId":32,"cardholder":"VERONIKA FRANZISKA ALEXANDRA","image":"img\/payment-card-visa-cdcvm.png","fundingPan":"4622943127008747","expiry":"2212"}
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.validateResult(), line:487 End.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetWebView.sendPluginResult(), line:410 End.
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] PluginBase.executeDirectly(), line:74 background thread. Action : getComplementaryCardData completed. Result: {"objectKey":"3","scheme":"Visa","serviceId":32,"cardholder":"VERONIKA FRANZISKA ALEXANDRA","image":"img\/payment-card-visa-cdcvm.png","fundingPan":"4622943127008747","expiry":"2212"}
02-19 12:19:11.104   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] PluginBase.executeDirectly(), line:80 background thread. Action: getComplementaryCardData. end. took: 1 ms
02-19 12:19:11.105   828   828 V GDWallet: [Thread: main] WidgetWebViewEngine.evaluateJavascript(), line:45 Begin. JavaScript: cordova.callbackFromNative('widgetapi1274386314',true,1,[{"objectKey":"3","scheme":"Visa","serviceId":32,"cardholder":"VERONIKA FRANZISKA ALEXANDRA","image":"img\/payment-card-visa-cdcvm.png","fundingPan":"4622943127008747","expiry":"2212"}],false);
02-19 12:19:11.105   828   985 V GDWallet: [Thread: JavaBridge] PluginBase.execute(), line:43 Begin. action: getComplementaryCardData
02-19 12:19:11.105   828   828 V GDWallet: [Thread: main] WidgetWebViewEngine.evaluateJavascript(), line:52 End.
02-19 12:19:11.105   828   985 V GDWallet: [Thread: JavaBridge] WidgetApi.runOnUiThreadIfNeeded(), line:53 Begin.
02-19 12:19:11.105   828   985 V GDWallet: [Thread: JavaBridge] WidgetApi.runOnUiThreadIfNeeded(), line:74 End. wasRunOnUiThread: false
02-19 12:19:11.106   828   985 V GDWallet: [Thread: JavaBridge] PluginBase.execute(), line:62 End.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] PluginBase.executeDirectly(), line:69 background thread. Action: getComplementaryCardData. begin.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetApi.doExecute(), line:101 getComplementaryCardData("F370ABABA44E4C7A9A2A3408BFEA010C_23475_31")
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetApi.getComplementaryCardData(), line:1086 Begin.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] CloudPayController.getComplementaryCardData(), line:1953 Begin. cardId: F370ABABA44E4C7A9A2A3408BFEA010C_23475_31
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Preferences.getJSONObject(), line:197 key: ComplementaryCardData_F370ABABA44E4C7A9A2A3408BFEA010C_23475_31 contains JSON String: {"objectKey":"2","scheme":"Mastercard","serviceId":31,"cardholder":"VERONIKA FRANZISKA ALEXANDRA","image":"img\/payment-card-mc-cdcvm.png","fundingPan":"5186161550000124","expiry":"2007"}
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] CloudPayController.getComplementaryCardData(), line:1956 End.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetApi.getComplementaryCardData(), line:1093 End.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetApi.doExecute(), line:338 getComplementaryCardData("F370ABABA44E4C7A9A2A3408BFEA010C_23475_31") => DONE
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetWebView.sendPluginResult(), line:400 Begin.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.validateResult(), line:481 Begin.
02-19 12:19:11.106   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.extractMessageFrom(), line:497 Begin.
02-19 12:19:11.107   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.extractMessageFrom(), line:507 End. Message: {"objectKey":"2","scheme":"Mastercard","serviceId":31,"cardholder":"VERONIKA FRANZISKA ALEXANDRA","image":"img\/payment-card-mc-cdcvm.png","fundingPan":"5186161550000124","expiry":"2007"}
02-19 12:19:11.107   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] Security.validateResult(), line:487 End.
02-19 12:19:11.107   828  2198 V GDWallet: [Thread: com.gieseckedevrient.wallet-WidgetThread-7] WidgetWebView.sendPluginResult(), line:410 End.
